activity_id,date,run_type,distance_miles,duration_minutes,pace_min_per_mile,avg_heart_rate,elevation_gain_ft,location,weather,perceived_effort
9345,2062-08-05,interval,7.39,49.6,6.71,162,116,the forest preserve,cold,5
9346,2062-08-07,fartlek,5.75,46.7,8.13,162,47,the hills,breezy,10
9347,2062-08-08,recovery,4.36,51.3,11.77,122,148,Riverside Park,muggy,10
9348,2062-08-10,interval,6.67,44.6,6.69,174,41,the beach path,perfect weather,7
9349,2062-08-13,recovery,3.05,35.0,11.48,133,28,the treadmill,rainy,6
9350,2062-08-15,fartlek,4.42,39.0,8.83,138,120,the canal trail,foggy,4
9351,2062-08-18,fartlek,6.28,54.4,8.67,144,36,Riverside Park,sunny,6
9352,2062-08-19,tempo,10.93,83.3,7.62,170,120,downtown,muggy,10
9353,2062-08-20,trail,7.41,85.8,11.58,153,57,the forest preserve,rainy,8
9354,2062-08-21,recovery,2.96,33.9,11.45,136,50,the trails,breezy,7
9355,2062-08-22,long run,18.21,184.3,10.12,147,5,the waterfront,cold,4
9356,2062-08-25,easy,11.54,115.9,10.04,159,94,the treadmill,sunny,3
9357,2062-08-26,trail,10.8,119.8,11.09,143,49,the beach path,sunny,1
9358,2062-08-27,long run,11.29,117.5,10.41,160,4,the trails,overcast,7
9359,2062-08-30,trail,9.39,100.9,10.75,137,80,the canal trail,rainy,8
9360,2062-08-31,tempo,9.39,70.6,7.52,126,9,the waterfront,sunny,8
9361,2062-09-01,tempo,8.59,60.6,7.05,163,72,the waterfront,crisp,8
9362,2062-09-02,fartlek,11.93,106.2,8.9,154,16,the lake path,windy,6
9363,2062-09-03,trail,11.68,131.4,11.25,154,95,the canal trail,cold,3
9364,2062-09-06,fartlek,5.88,45.4,7.72,149,91,the track,crisp,10
9365,2062-09-07,race,6.2,44.2,7.13,171,144,the greenway,foggy,2
9366,2062-09-09,trail,10.33,114.9,11.12,153,31,the waterfront,perfect weather,3
9367,2062-09-10,fartlek,9.27,74.2,8.0,148,9,Central Park,humid,6
9368,2062-09-11,interval,5.18,33.5,6.47,172,3,Riverside Park,perfect weather,4
9369,2062-09-13,long run,14.44,140.9,9.76,132,25,downtown,foggy,5
9370,2062-09-15,race,26.2,179.2,6.84,179,27,the track,hot,7
9371,2062-09-16,race,26.2,190.2,7.26,153,28,the beach path,rainy,9
9372,2062-09-17,easy,4.33,40.7,9.39,129,51,the neighborhood,windy,7
9373,2062-09-19,easy,5.24,53.2,10.15,134,6,the lake path,breezy,2
9374,2062-09-20,recovery,2.73,32.4,11.85,131,8,Central Park,muggy,3
9375,2062-09-22,long run,18.47,187.5,10.15,142,17,the trails,cold,1
9376,2062-09-25,fartlek,11.98,107.8,9.0,163,39,the trails,overcast,3
9377,2062-09-26,easy,11.18,105.3,9.42,148,7,the canal trail,breezy,7
9378,2062-09-28,fartlek,10.55,91.4,8.66,152,29,the lake path,perfect weather,6
9379,2062-09-29,easy,4.08,35.3,8.66,151,2,downtown,windy,3
9380,2062-09-30,tempo,6.23,47.1,7.56,157,12,the neighborhood,muggy,2
9381,2062-10-03,trail,5.31,62.9,11.85,150,19,the hills,cold,4
9382,2062-10-04,interval,6.08,40.5,6.66,193,64,the forest preserve,humid,9
9383,2062-10-07,trail,6.99,77.7,11.11,154,7,Riverside Park,rainy,9
9384,2062-10-10,easy,4.79,48.8,10.18,138,25,downtown,foggy,2
9385,2062-10-11,easy,10.1,91.8,9.09,137,123,downtown,rainy,4
9386,2062-10-12,long run,16.09,163.3,10.15,154,24,the trails,perfect weather,8
9387,2062-10-14,trail,11.77,131.2,11.15,163,275,the treadmill,hot,6
9388,2062-10-15,tempo,6.94,51.1,7.37,167,153,the lake path,overcast,6
9389,2062-10-16,easy,6.24,62.2,9.96,148,143,the waterfront,sunny,6
9390,2062-10-19,recovery,4.6,47.3,10.28,147,40,the waterfront,sunny,6
9391,2062-10-20,recovery,3.78,40.7,10.77,146,3,Central Park,foggy,7
9392,2062-10-22,fartlek,7.94,76.7,9.66,142,150,the beach path,cold,5
9393,2062-10-23,tempo,7.23,56.8,7.85,159,94,the beach path,windy,6
9394,2062-10-26,trail,8.52,98.2,11.52,155,7,the neighborhood,humid,6
9395,2062-10-28,trail,8.21,90.2,10.99,144,64,the hills,humid,7
9396,2062-10-29,recovery,3.4,38.5,11.33,132,21,the lake path,sunny,1
9397,2062-10-31,tempo,5.17,41.2,7.96,158,78,downtown,muggy,6
9398,2062-11-01,recovery,3.48,36.4,10.46,148,86,Riverside Park,rainy,10
9399,2062-11-03,recovery,4.05,43.0,10.61,122,61,Riverside Park,crisp,4
9400,2062-11-05,race,13.1,87.1,6.65,169,110,the trails,overcast,3
9401,2062-11-07,interval,6.24,36.1,5.78,172,72,the treadmill,cold,6
9402,2062-11-09,easy,6.42,61.6,9.59,142,10,the neighborhood,overcast,10
9403,2062-11-11,trail,5.4,62.5,11.57,149,5,the forest preserve,humid,2
9404,2062-11-12,race,26.2,196.8,7.51,175,15,the beach path,overcast,7
9405,2062-11-13,trail,6.08,66.2,10.89,155,31,Riverside Park,hot,3
9406,2062-11-16,trail,7.99,97.5,12.2,148,28,the beach path,hot,4
9407,2062-11-17,tempo,6.03,47.1,7.81,167,17,the track,muggy,5
9408,2062-11-19,easy,4.37,41.9,9.58,148,177,the forest preserve,muggy,9
9409,2062-11-20,easy,9.15,80.9,8.84,129,86,Riverside Park,cold,9
9410,2062-11-23,long run,16.63,158.5,9.53,141,78,the track,crisp,8
9411,2062-11-24,race,3.1,21.6,6.98,177,83,the beach path,foggy,10
9412,2062-11-27,race,6.2,46.8,7.55,156,198,the waterfront,cold,9
9413,2062-11-30,long run,18.44,189.0,10.25,154,202,the beach path,humid,7
9414,2062-12-02,long run,17.9,182.8,10.21,154,12,the waterfront,crisp,4
9415,2062-12-03,easy,7.46,63.9,8.56,137,86,the greenway,sunny,6
9416,2062-12-05,easy,7.36,63.9,8.68,132,214,downtown,muggy,9
9417,2062-12-06,long run,12.15,115.4,9.5,154,77,the treadmill,sunny,4
9418,2062-12-07,race,3.1,21.4,6.89,185,19,downtown,sunny,9
9419,2062-12-10,long run,20.25,217.3,10.73,143,42,the forest preserve,breezy,1
9420,2062-12-11,trail,11.28,135.2,11.99,155,33,the forest preserve,windy,6
9421,2062-12-14,trail,10.5,128.6,12.25,147,40,the beach path,crisp,10
9422,2062-12-15,tempo,5.76,49.1,8.52,178,10,Riverside Park,windy,2
9423,2062-12-16,trail,6.77,74.4,10.99,148,16,the forest preserve,perfect weather,10
9424,2062-12-17,trail,8.62,102.1,11.85,151,42,Central Park,humid,2
9425,2062-12-18,race,26.2,169.3,6.46,160,35,the waterfront,perfect weather,5
9426,2062-12-19,long run,13.09,125.9,9.62,138,56,the track,breezy,6
9427,2062-12-21,interval,6.06,44.2,7.3,161,16,the lake path,humid,1
9428,2062-12-23,race,13.1,90.9,6.94,178,13,the hills,breezy,6
9429,2062-12-25,long run,18.44,188.5,10.22,140,56,the canal trail,humid,7
9430,2062-12-26,tempo,9.09,66.4,7.31,146,169,Central Park,windy,4
9431,2062-12-27,race,26.2,161.1,6.15,171,3,downtown,perfect weather,6
9432,2062-12-29,long run,11.93,122.2,10.24,136,52,the beach path,perfect weather,7
9433,2062-12-30,fartlek,9.35,74.5,7.97,163,69,the canal trail,foggy,2
9434,2062-12-31,easy,9.54,95.0,9.96,138,35,the treadmill,crisp,10
9435,2063-01-01,easy,10.33,101.3,9.81,146,81,the treadmill,windy,9
9436,2063-01-03,trail,9.23,99.1,10.74,138,11,the treadmill,muggy,2
9437,2063-01-05,race,13.1,88.7,6.77,177,79,Central Park,foggy,7
9438,2063-01-06,recovery,4.21,53.9,12.8,128,78,the trails,humid,3
9439,2063-01-07,easy,10.72,100.8,9.4,139,172,the waterfront,humid,5
9440,2063-01-10,fartlek,6.26,51.6,8.25,147,221,the lake path,cold,2
9441,2063-01-11,trail,5.45,61.3,11.25,144,104,Riverside Park,windy,10
9442,2063-01-12,recovery,2.41,26.2,10.88,137,70,the waterfront,cold,6
9443,2063-01-14,trail,6.35,73.0,11.49,151,117,Riverside Park,foggy,1
9444,2063-01-17,recovery,2.77,29.7,10.72,124,242,the canal trail,foggy,4
9445,2063-01-19,interval,4.37,27.0,6.18,175,148,the treadmill,sunny,9
9446,2063-01-20,recovery,2.59,29.3,11.3,138,52,the treadmill,muggy,5
9447,2063-01-21,fartlek,5.36,47.3,8.83,156,57,the greenway,foggy,6
9448,2063-01-23,long run,12.4,122.8,9.9,135,144,the hills,humid,1
9449,2063-01-25,trail,7.26,81.6,11.24,135,160,downtown,perfect weather,10
9450,2063-01-26,tempo,7.42,55.9,7.54,156,25,downtown,muggy,10
9451,2063-01-28,tempo,11.79,86.2,7.31,164,1,the waterfront,perfect weather,3
9452,2063-01-29,interval,6.04,38.2,6.32,166,19,the lake path,foggy,4
9453,2063-01-30,tempo,4.31,30.6,7.1,172,168,the waterfront,hot,4
9454,2063-01-31,long run,19.68,198.4,10.08,149,10,the greenway,windy,10
9455,2063-02-03,recovery,4.88,51.5,10.55,120,57,downtown,muggy,8
9456,2063-02-05,easy,4.26,36.3,8.53,136,9,the track,humid,9
9457,2063-02-06,long run,14.85,162.2,10.92,148,105,the canal trail,rainy,8
9458,2063-02-07,easy,7.46,69.2,9.27,147,235,the lake path,humid,10
9459,2063-02-08,recovery,3.41,35.4,10.37,139,63,the canal trail,sunny,3
9460,2063-02-11,trail,11.45,139.7,12.2,144,7,the neighborhood,crisp,5
9461,2063-02-12,fartlek,4.64,38.7,8.33,157,249,the trails,hot,4
9462,2063-02-13,long run,16.84,158.3,9.4,144,24,the canal trail,muggy,5
9463,2063-02-16,interval,7.48,57.0,7.62,166,0,the hills,overcast,1
9464,2063-02-19,interval,4.39,28.2,6.42,171,233,the track,windy,2
9465,2063-02-21,trail,4.47,53.6,11.99,151,10,the canal trail,muggy,7
9466,2063-02-23,easy,7.78,77.5,9.96,135,56,the lake path,perfect weather,8
9467,2063-02-26,race,26.2,192.0,7.33,158,175,the waterfront,muggy,3
9468,2063-02-27,long run,13.98,147.3,10.54,132,125,Riverside Park,muggy,1
9469,2063-02-28,easy,7.36,62.2,8.45,137,7,the greenway,windy,9
9470,2063-03-01,interval,6.66,38.2,5.74,171,48,the forest preserve,rainy,9
9471,2063-03-02,trail,10.63,123.2,11.59,149,46,Central Park,overcast,9
9472,2063-03-04,fartlek,7.0,61.2,8.74,167,147,the forest preserve,rainy,10
9473,2063-03-05,interval,6.6,45.3,6.86,178,153,the trails,breezy,5
9474,2063-03-06,tempo,10.14,69.3,6.83,161,201,downtown,windy,10
9475,2063-03-07,tempo,6.19,50.0,8.07,156,228,the track,cold,3
9476,2063-03-08,fartlek,10.24,90.5,8.84,169,134,the waterfront,rainy,3
9477,2063-03-10,fartlek,10.09,80.6,7.99,142,3,the treadmill,hot,8
9478,2063-03-13,recovery,2.46,27.4,11.13,128,113,Central Park,humid,2
9479,2063-03-16,recovery,2.22,26.0,11.7,120,27,the track,overcast,2
9480,2063-03-17,race,26.2,197.8,7.55,166,66,Central Park,windy,7
9481,2063-03-18,interval,4.29,27.8,6.47,160,65,the hills,perfect weather,9
9482,2063-03-20,race,6.2,35.3,5.69,167,2,the beach path,sunny,5
9483,2063-03-22,recovery,3.9,43.3,11.11,132,67,the forest preserve,muggy,10
9484,2063-03-24,interval,7.73,47.2,6.1,175,26,downtown,muggy,9
9485,2063-03-26,race,26.2,198.1,7.56,181,80,the beach path,rainy,1
9486,2063-03-28,interval,7.0,44.2,6.32,177,72,the neighborhood,crisp,3
9487,2063-03-30,recovery,4.51,49.2,10.92,124,30,the trails,humid,1
9488,2063-03-31,recovery,3.85,38.7,10.04,106,172,the treadmill,perfect weather,2
9489,2063-04-02,fartlek,7.39,62.9,8.51,144,28,the hills,cold,7
9490,2063-04-05,fartlek,6.11,53.0,8.68,150,102,the neighborhood,rainy,9
9491,2063-04-08,long run,12.3,119.8,9.74,150,12,the greenway,crisp,9
9492,2063-04-10,interval,7.47,46.2,6.18,165,117,the forest preserve,perfect weather,2
9493,2063-04-11,recovery,2.45,27.2,11.11,125,5,the hills,breezy,5
9494,2063-04-14,recovery,3.8,41.4,10.9,142,44,the beach path,crisp,3
9495,2063-04-17,long run,19.84,199.4,10.05,143,3,Riverside Park,breezy,9
9496,2063-04-18,fartlek,8.84,79.4,8.98,138,69,the track,windy,6
9497,2063-04-21,easy,9.59,96.3,10.04,123,71,Riverside Park,crisp,5
9498,2063-04-23,interval,6.6,48.0,7.27,160,70,the waterfront,rainy,10
9499,2063-04-25,tempo,11.07,83.1,7.51,150,162,the lake path,muggy,4
9500,2063-04-27,trail,5.23,62.3,11.91,156,49,the canal trail,hot,5
9501,2063-04-29,fartlek,10.52,94.6,8.99,148,178,the neighborhood,rainy,10
9502,2063-04-30,fartlek,8.79,76.5,8.7,167,30,the greenway,muggy,3
9503,2063-05-01,easy,5.46,51.3,9.4,138,217,Central Park,foggy,2
9504,2063-05-02,easy,5.48,53.5,9.76,133,296,Riverside Park,breezy,5
9505,2063-05-03,trail,7.24,79.0,10.91,133,135,the neighborhood,perfect weather,10
9506,2063-05-04,trail,9.26,109.1,11.78,144,19,the track,hot,2
9507,2063-05-05,fartlek,5.04,43.6,8.66,153,76,downtown,crisp,6
9508,2063-05-06,race,3.1,23.3,7.53,178,30,the hills,breezy,7
9509,2063-05-08,long run,16.12,163.8,10.16,148,73,the neighborhood,breezy,1
9510,2063-05-11,easy,11.17,109.7,9.82,140,21,Central Park,breezy,5
9511,2063-05-14,recovery,3.01,32.4,10.78,131,51,the greenway,breezy,8
9512,2063-05-15,race,6.2,41.9,6.75,175,29,the neighborhood,humid,8
9513,2063-05-18,race,26.2,186.5,7.12,192,4,the lake path,hot,3
9514,2063-05-20,race,6.2,42.7,6.89,161,11,the canal trail,sunny,6
9515,2063-05-21,fartlek,9.53,92.4,9.7,151,63,Riverside Park,crisp,8
9516,2063-05-22,recovery,2.74,28.8,10.52,127,43,Riverside Park,humid,4
9517,2063-05-23,interval,6.82,49.6,7.28,167,269,the beach path,windy,6
9518,2063-05-24,trail,8.39,92.8,11.06,144,183,the waterfront,hot,8
9519,2063-05-27,fartlek,4.93,39.9,8.1,158,193,the waterfront,rainy,4
9520,2063-05-28,tempo,9.89,78.2,7.91,161,401,the lake path,hot,9
9521,2063-05-30,recovery,4.27,46.5,10.88,138,50,Central Park,windy,2
9522,2063-05-31,race,26.2,173.4,6.62,161,40,the hills,overcast,5
9523,2063-06-01,fartlek,8.62,75.9,8.81,155,42,the waterfront,overcast,3
9524,2063-06-03,easy,9.27,84.7,9.14,135,150,the beach path,perfect weather,2
9525,2063-06-06,easy,9.65,97.0,10.05,122,4,the waterfront,cold,7
9526,2063-06-08,trail,9.48,115.2,12.15,141,4,the hills,rainy,5
9527,2063-06-10,tempo,6.17,48.6,7.88,153,134,the beach path,breezy,2
9528,2063-06-12,long run,19.56,199.3,10.19,143,172,the beach path,humid,5
9529,2063-06-13,recovery,4.56,53.1,11.64,128,40,the lake path,perfect weather,9
9530,2063-06-16,interval,4.85,34.9,7.2,168,105,the beach path,breezy,1
9531,2063-06-17,tempo,10.8,84.8,7.85,169,42,downtown,windy,7
9532,2063-06-19,recovery,2.44,26.5,10.87,130,82,the forest preserve,humid,6
9533,2063-06-20,fartlek,5.95,46.5,7.82,157,33,the forest preserve,breezy,7
9534,2063-06-22,interval,4.28,29.4,6.88,184,114,downtown,breezy,1
9535,2063-06-24,long run,11.48,119.7,10.43,135,494,the forest preserve,sunny,8
9536,2063-06-25,interval,6.17,40.7,6.59,169,7,the neighborhood,crisp,5
9537,2063-06-27,trail,10.42,119.5,11.47,146,3,the treadmill,breezy,7
9538,2063-06-30,long run,13.19,138.4,10.49,155,6,the track,muggy,7
9539,2063-07-01,race,6.2,42.7,6.88,172,9,the neighborhood,perfect weather,4
9540,2063-07-02,trail,7.81,85.7,10.97,153,4,the track,rainy,6
9541,2063-07-04,race,13.1,91.6,6.99,169,561,the trails,crisp,1
9542,2063-07-06,recovery,4.74,48.4,10.21,120,31,Riverside Park,muggy,10
9543,2063-07-07,trail,11.64,129.3,11.11,146,7,the lake path,windy,1
9544,2063-07-08,trail,4.49,52.1,11.61,160,0,the trails,perfect weather,3
9545,2063-07-11,long run,18.24,182.9,10.03,145,46,the beach path,sunny,6
9546,2063-07-14,long run,17.3,179.6,10.38,136,103,the lake path,cold,1
9547,2063-07-16,fartlek,6.61,57.0,8.62,160,114,the canal trail,breezy,1
9548,2063-07-17,long run,17.81,174.7,9.81,144,22,Riverside Park,windy,6
9549,2063-07-18,fartlek,7.81,65.3,8.36,151,4,the forest preserve,muggy,4
9550,2063-07-20,trail,6.34,73.4,11.58,155,92,downtown,humid,8
9551,2063-07-23,tempo,5.62,43.4,7.73,171,9,the beach path,crisp,6
9552,2063-07-25,trail,4.16,47.0,11.3,152,82,the waterfront,rainy,8
9553,2063-07-28,easy,10.67,102.9,9.64,147,50,downtown,hot,5
9554,2063-07-30,easy,4.23,41.5,9.8,149,237,the waterfront,overcast,3
9555,2063-08-02,trail,5.66,63.4,11.2,160,15,the hills,crisp,2
9556,2063-08-03,race,6.2,42.2,6.8,163,63,the canal trail,rainy,1
9557,2063-08-04,tempo,8.39,58.1,6.93,171,33,the hills,windy,4
9558,2063-08-07,long run,15.73,154.3,9.81,146,117,the trails,humid,7
9559,2063-08-09,interval,4.22,28.7,6.81,172,27,the waterfront,cold,7
9560,2063-08-10,tempo,8.19,64.3,7.85,156,11,Riverside Park,windy,7
9561,2063-08-12,race,3.1,22.0,7.1,153,444,downtown,rainy,8
9562,2063-08-13,tempo,7.98,55.8,6.99,158,29,the forest preserve,crisp,2
9563,2063-08-15,race,6.2,39.6,6.38,187,93,the forest preserve,muggy,6
9564,2063-08-16,recovery,4.47,47.2,10.57,127,96,the beach path,perfect weather,2
9565,2063-08-18,trail,8.62,97.9,11.36,136,14,the neighborhood,hot,6
9566,2063-08-20,tempo,11.1,88.7,7.99,170,67,the track,windy,6
9567,2063-08-21,tempo,6.19,52.4,8.46,171,113,the forest preserve,foggy,6
9568,2063-08-23,fartlek,10.15,91.1,8.98,158,81,the neighborhood,sunny,7
9569,2063-08-24,easy,7.21,69.8,9.68,139,12,the beach path,muggy,3
9570,2063-08-25,tempo,10.29,78.3,7.61,164,7,the hills,windy,4
9571,2063-08-26,tempo,7.76,59.1,7.62,169,195,the greenway,rainy,9
9572,2063-08-28,fartlek,8.16,65.9,8.08,158,80,Riverside Park,hot,4
9573,2063-08-29,trail,10.35,117.5,11.35,152,128,the treadmill,rainy,3
9574,2063-08-31,race,26.2,201.5,7.69,171,64,the treadmill,perfect weather,5
9575,2063-09-03,recovery,3.96,44.5,11.23,139,2,downtown,sunny,8
9576,2063-09-06,tempo,10.1,77.0,7.62,158,62,the greenway,windy,2
9577,2063-09-07,long run,11.26,122.4,10.87,156,88,the greenway,hot,1
9578,2063-09-09,easy,8.51,91.2,10.72,135,115,the greenway,rainy,6
9579,2063-09-11,race,13.1,84.9,6.48,156,39,the beach path,sunny,6
9580,2063-09-13,long run,12.12,118.8,9.8,157,326,the neighborhood,sunny,6
9581,2063-09-15,easy,9.36,84.2,9.0,139,107,Riverside Park,sunny,9
9582,2063-09-18,trail,5.38,67.8,12.61,148,36,the waterfront,crisp,8
9583,2063-09-19,race,26.2,178.7,6.82,159,66,the lake path,overcast,10
9584,2063-09-20,fartlek,8.01,76.5,9.55,144,30,the greenway,breezy,9
9585,2063-09-22,trail,5.61,63.3,11.29,143,98,the trails,perfect weather,5
9586,2063-09-24,recovery,3.93,44.3,11.28,136,29,the trails,windy,4
9587,2063-09-25,fartlek,4.38,38.9,8.89,167,190,the waterfront,cold,10
9588,2063-09-27,interval,6.05,39.3,6.5,165,145,the trails,rainy,10
9589,2063-09-28,tempo,4.71,39.6,8.41,167,53,the beach path,breezy,7
9590,2063-09-29,long run,10.84,107.9,9.95,152,17,the hills,overcast,6
9591,2063-09-30,tempo,7.14,48.2,6.75,158,32,the trails,rainy,5
9592,2063-10-01,fartlek,11.06,90.6,8.19,152,94,the trails,cold,6
9593,2063-10-02,recovery,3.19,37.3,11.69,142,138,the track,overcast,10
9594,2063-10-03,easy,5.89,56.7,9.62,135,194,downtown,muggy,1
9595,2063-10-04,fartlek,7.32,58.0,7.93,166,93,the track,perfect weather,1
9596,2063-10-06,fartlek,4.32,37.8,8.76,149,45,the canal trail,muggy,10
9597,2063-10-08,tempo,7.55,54.3,7.19,163,28,the hills,overcast,5
9598,2063-10-09,fartlek,10.28,108.0,10.51,142,10,the waterfront,windy,7
9599,2063-10-11,easy,11.1,104.5,9.41,133,154,the hills,foggy,6
9600,2063-10-13,long run,19.66,206.0,10.48,146,26,the hills,foggy,2
9601,2063-10-15,race,26.2,176.6,6.74,161,20,the forest preserve,windy,7
9602,2063-10-17,recovery,3.8,44.2,11.63,144,16,the trails,crisp,8
9603,2063-10-20,recovery,3.42,37.1,10.84,141,463,the greenway,rainy,5
9604,2063-10-22,recovery,4.03,42.8,10.63,117,169,the neighborhood,hot,8
9605,2063-10-23,interval,7.67,51.3,6.69,167,43,Riverside Park,muggy,10
9606,2063-10-25,race,13.1,98.1,7.49,158,22,the treadmill,breezy,10
9607,2063-10-27,long run,17.08,178.0,10.42,143,7,the lake path,windy,10
9608,2063-10-28,tempo,7.85,63.2,8.05,150,86,downtown,rainy,5
9609,2063-10-30,fartlek,11.9,100.4,8.44,167,196,the waterfront,cold,4
9610,2063-11-01,tempo,6.4,47.8,7.47,161,16,Riverside Park,humid,4
9611,2063-11-03,race,26.2,174.2,6.65,153,4,the waterfront,hot,7
9612,2063-11-04,long run,14.01,140.0,9.99,140,219,the greenway,crisp,9
9613,2063-11-06,recovery,2.74,30.4,11.11,124,140,downtown,rainy,10
9614,2063-11-09,interval,7.8,56.9,7.3,170,44,the track,breezy,3
9615,2063-11-11,easy,8.57,84.9,9.91,147,93,the neighborhood,sunny,1
9616,2063-11-12,easy,10.29,97.4,9.47,135,51,downtown,cold,6
9617,2063-11-15,long run,10.48,97.6,9.31,138,24,the waterfront,windy,7
9618,2063-11-16,recovery,4.9,53.4,10.89,123,95,the treadmill,sunny,6
9619,2063-11-19,long run,19.74,193.5,9.8,159,191,the hills,windy,5
9620,2063-11-20,tempo,7.18,52.8,7.35,165,33,the treadmill,perfect weather,3
9621,2063-11-23,fartlek,4.87,43.7,8.97,168,122,Riverside Park,humid,4
9622,2063-11-25,interval,4.28,28.9,6.75,151,13,the trails,sunny,7
9623,2063-11-26,interval,5.52,36.5,6.61,163,62,the trails,hot,4
9624,2063-11-29,recovery,2.95,31.5,10.69,129,10,the hills,rainy,6
9625,2063-12-01,easy,11.96,119.0,9.95,139,230,the hills,perfect weather,3
9626,2063-12-03,tempo,10.92,76.8,7.03,169,134,the forest preserve,breezy,2
9627,2063-12-05,trail,6.12,67.6,11.05,127,27,Central Park,foggy,8
9628,2063-12-07,fartlek,4.87,39.9,8.19,148,359,the beach path,muggy,6
9629,2063-12-10,fartlek,9.54,81.7,8.56,162,110,the greenway,muggy,9
9630,2063-12-11,fartlek,7.18,57.8,8.05,155,73,the trails,rainy,7
9631,2063-12-12,easy,11.06,112.5,10.17,132,118,the hills,rainy,8
9632,2063-12-13,interval,5.02,33.1,6.59,189,48,the canal trail,perfect weather,7
9633,2063-12-15,easy,11.26,109.0,9.68,138,13,the hills,rainy,10
9634,2063-12-17,recovery,4.93,55.6,11.28,137,49,downtown,sunny,1
9635,2063-12-20,race,13.1,92.6,7.07,182,5,downtown,muggy,1
9636,2063-12-22,tempo,9.83,68.6,6.98,154,100,the hills,perfect weather,3
9637,2063-12-24,easy,7.96,76.3,9.58,144,88,the neighborhood,overcast,1
9638,2063-12-26,interval,7.01,42.6,6.07,176,103,the forest preserve,humid,3
9639,2063-12-28,recovery,4.84,56.0,11.57,137,273,the track,rainy,9
9640,2063-12-29,recovery,2.33,26.2,11.26,135,141,the treadmill,perfect weather,4
9641,2063-12-30,recovery,3.22,36.1,11.21,117,33,the hills,cold,2
9642,2064-01-02,recovery,4.31,49.2,11.41,126,59,the lake path,rainy,2
9643,2064-01-03,fartlek,8.27,74.8,9.04,137,219,the waterfront,hot,4
9644,2064-01-05,fartlek,5.53,45.2,8.17,152,44,the track,cold,6
9645,2064-01-07,long run,14.52,146.9,10.12,162,66,the forest preserve,crisp,9
9646,2064-01-09,easy,9.81,94.7,9.65,142,243,the greenway,muggy,9
9647,2064-01-10,easy,8.38,75.4,9.0,130,188,the waterfront,hot,6
9648,2064-01-11,easy,8.16,75.6,9.26,144,86,downtown,windy,7
9649,2064-01-12,fartlek,11.82,102.2,8.65,154,32,the track,perfect weather,9
9650,2064-01-13,recovery,4.8,51.8,10.8,136,32,Central Park,rainy,1
9651,2064-01-14,long run,14.14,152.0,10.75,150,34,the beach path,windy,1
9652,2064-01-16,trail,4.81,58.3,12.13,147,79,the waterfront,humid,2
9653,2064-01-17,long run,21.23,218.9,10.31,160,73,downtown,perfect weather,9
9654,2064-01-18,fartlek,9.78,89.2,9.12,168,11,the beach path,sunny,3
9655,2064-01-20,recovery,2.62,30.5,11.64,142,3,the trails,rainy,10
9656,2064-01-22,tempo,11.06,80.6,7.29,156,154,Riverside Park,cold,10
9657,2064-01-23,race,3.1,21.5,6.92,165,176,the trails,rainy,2
9658,2064-01-25,interval,5.67,39.3,6.93,164,11,Central Park,perfect weather,4
9659,2064-01-27,easy,6.7,66.4,9.91,130,74,the canal trail,foggy,6
9660,2064-01-29,interval,6.05,38.6,6.38,160,42,Central Park,perfect weather,9
9661,2064-01-30,interval,6.77,43.4,6.41,160,267,the canal trail,perfect weather,9
9662,2064-01-31,trail,6.18,69.5,11.24,151,6,the waterfront,humid,4
9663,2064-02-02,trail,5.6,63.3,11.3,143,19,the lake path,hot,7
9664,2064-02-03,trail,5.0,55.6,11.12,139,26,the waterfront,rainy,6
9665,2064-02-04,recovery,2.52,26.4,10.46,136,5,the waterfront,windy,6
9666,2064-02-05,long run,10.71,113.7,10.62,144,62,the beach path,sunny,6
9667,2064-02-08,fartlek,11.02,99.5,9.03,168,161,the waterfront,muggy,3
9668,2064-02-09,easy,9.37,88.3,9.42,135,243,the treadmill,sunny,3
9669,2064-02-10,long run,13.35,130.2,9.75,148,115,Central Park,muggy,9
9670,2064-02-11,recovery,3.83,47.0,12.27,117,8,the greenway,rainy,3
9671,2064-02-12,recovery,3.98,48.2,12.12,125,16,the waterfront,foggy,5
9672,2064-02-13,fartlek,4.69,39.3,8.38,160,50,the neighborhood,humid,1
9673,2064-02-15,easy,8.64,92.2,10.67,116,85,the track,cold,2
9674,2064-02-16,race,3.1,20.6,6.63,182,82,downtown,sunny,8
9675,2064-02-19,race,6.2,41.7,6.73,153,39,Riverside Park,perfect weather,7
9676,2064-02-20,long run,10.94,103.2,9.43,138,56,the lake path,muggy,2
9677,2064-02-21,recovery,4.93,49.2,9.98,133,65,the neighborhood,hot,7
9678,2064-02-23,long run,12.28,123.9,10.09,152,293,the trails,muggy,5
9679,2064-02-24,race,26.2,182.4,6.96,176,22,the neighborhood,muggy,6
9680,2064-02-25,easy,4.55,44.7,9.82,135,81,Central Park,cold,6
9681,2064-02-27,race,3.1,20.0,6.45,171,97,the neighborhood,foggy,10
9682,2064-02-28,tempo,7.87,55.2,7.02,172,143,the neighborhood,rainy,1
9683,2064-03-01,easy,7.3,77.9,10.67,143,12,the neighborhood,perfect weather,5
9684,2064-03-03,race,6.2,43.4,7.0,168,32,downtown,perfect weather,6
9685,2064-03-06,easy,5.86,58.1,9.91,151,167,the neighborhood,windy,7
9686,2064-03-07,interval,5.91,38.9,6.58,166,30,the lake path,cold,8
9687,2064-03-08,tempo,10.08,78.1,7.75,170,42,the treadmill,hot,6
