run_id,run_type,mile,pace_min_per_mile,heart_rate
1703,recovery,12,10.96,158
1704,recovery,1,11.26,137
1704,recovery,2,11.25,148
1704,recovery,3,11.46,143
1704,recovery,4,11.34,147
1704,recovery,5,11.32,147
1704,recovery,6,11.23,149
1704,recovery,7,11.27,149
1705,easy,1,9.55,139
1705,easy,2,9.72,150
1705,easy,3,9.74,143
1705,easy,4,9.56,147
1705,easy,5,9.53,151
1705,easy,6,9.62,141
1705,easy,7,9.76,156
1706,trail,1,11.33,152
1706,trail,2,11.16,145
1706,trail,3,10.7,145
1706,trail,4,11.03,138
1706,trail,5,10.9,144
1706,trail,6,11.39,155
1706,trail,7,11.1,153
1706,trail,8,10.67,153
1706,trail,9,11.31,154
1706,trail,10,11.17,152
1706,trail,11,11.14,150
1706,trail,12,11.06,149
1706,trail,13,10.78,152
1706,trail,14,11.38,156
1706,trail,15,11.01,152
1707,easy,1,9.53,138
1707,easy,2,9.47,147
1707,easy,3,9.18,153
1707,easy,4,9.3,141
1707,easy,5,9.48,160
1707,easy,6,9.08,153
1707,easy,7,9.72,144
1707,easy,8,9.77,145
1707,easy,9,9.68,148
1707,easy,10,9.57,151
1708,long run,1,9.25,145
1708,long run,2,9.55,141
1708,long run,3,9.81,149
1708,long run,4,9.85,149
1708,long run,5,9.99,159
1708,long run,6,9.68,154
1708,long run,7,9.84,142
1709,long run,1,10.18,146
1709,long run,2,10.76,152
1709,long run,3,10.41,148
1710,tempo,1,7.78,148
1710,tempo,2,7.72,145
1710,tempo,3,7.92,154
1711,interval,1,5.42,143
1711,interval,2,8.81,145
1711,interval,3,5.42,143
1711,interval,4,8.81,149
1711,interval,5,5.42,146
1711,interval,6,8.81,149
1711,interval,7,5.42,157
1711,interval,8,8.81,152
1711,interval,9,5.42,151
1711,interval,10,8.81,151
1711,interval,11,5.42,159
1711,interval,12,8.81,155
1711,interval,13,5.42,158
1712,fartlek,1,7.94,147
1712,fartlek,2,8.47,139
1712,fartlek,3,8.42,143
1712,fartlek,4,8.0,138
1712,fartlek,5,8.38,152
1712,fartlek,6,8.48,149
1712,fartlek,7,8.13,148
1712,fartlek,8,8.2,148
1712,fartlek,9,8.59,150
1712,fartlek,10,8.46,154
1712,fartlek,11,8.06,147
1712,fartlek,12,8.08,150
1712,fartlek,13,8.16,149
1712,fartlek,14,8.26,142
1713,race,1,8.03,138
1713,race,2,7.73,145
1713,race,3,7.94,133
1713,race,4,7.66,142
1713,race,5,7.99,141
1713,race,6,8.37,138
1713,race,7,8.08,153
1713,race,8,7.49,147
1713,race,9,7.58,152
1713,race,10,7.59,145
1713,race,11,7.81,158
1713,race,12,7.88,149
1713,race,13,8.17,160
1714,recovery,1,11.59,140
1714,recovery,2,11.61,148
1714,recovery,3,11.34,143
1714,recovery,4,11.22,144
1714,recovery,5,11.58,153
1714,recovery,6,11.58,143
1714,recovery,7,11.46,144
1714,recovery,8,11.38,141
1714,recovery,9,11.37,151
1714,recovery,10,11.24,149
1714,recovery,11,11.73,162
1714,recovery,12,11.4,150
1715,interval,1,5.46,140
1715,interval,2,8.87,149
1715,interval,3,5.46,153
1716,recovery,1,10.71,142
1716,recovery,2,10.7,149
1716,recovery,3,10.79,144
1716,recovery,4,10.94,148
1716,recovery,5,10.62,149
1716,recovery,6,10.95,151
1716,recovery,7,10.78,147
1716,recovery,8,11.06,156
1716,recovery,9,10.81,156
1716,recovery,10,10.46,161
1716,recovery,11,10.88,148
1716,recovery,12,10.74,154
1716,recovery,13,10.68,146
1716,recovery,14,10.84,149
1716,recovery,15,10.58,159
1716,recovery,16,10.7,156
1717,easy,1,9.18,138
1717,easy,2,9.09,148
1717,easy,3,8.54,144
1717,easy,4,9.24,146
1717,easy,5,9.03,148
1717,easy,6,8.91,151
1718,race,1,7.44,147
1718,race,2,6.78,143
1718,race,3,7.03,146
1718,race,4,7.36,142
1718,race,5,7.55,146
1718,race,6,7.37,154
1718,race,7,7.24,140
1718,race,8,7.32,150
1718,race,9,7.31,158
1718,race,10,7.02,156
1718,race,11,7.26,153
1718,race,12,6.95,157
1718,race,13,7.17,150
1718,race,14,7.04,159
1719,trail,1,12.17,151
1719,trail,2,12.32,141
1719,trail,3,11.92,152
1719,trail,4,11.89,152
1719,trail,5,12.28,149
1719,trail,6,12.61,153
1719,trail,7,12.14,152
1719,trail,8,12.3,145
1719,trail,9,11.53,153
1719,trail,10,12.24,151
1719,trail,11,12.02,147
1719,trail,12,12.52,149
1719,trail,13,12.27,146
1719,trail,14,12.14,146
1719,trail,15,12.01,153
1719,trail,16,12.38,162
1720,long run,1,9.11,147
1720,long run,2,9.73,144
1720,long run,3,9.16,146
1720,long run,4,9.36,143
1721,trail,1,11.24,152
1721,trail,2,10.94,146
1721,trail,3,11.47,146
1721,trail,4,10.82,150
1721,trail,5,11.22,140
1721,trail,6,10.97,147
1721,trail,7,11.27,151
1721,trail,8,10.99,147
1721,trail,9,11.3,151
1721,trail,10,11.34,160
1721,trail,11,11.36,148
1721,trail,12,11.08,157
1722,recovery,1,10.71,142
1722,recovery,2,10.8,150
1722,recovery,3,10.85,137
1722,recovery,4,10.76,145
1722,recovery,5,10.84,146
1722,recovery,6,10.65,149
1723,recovery,1,11.49,143
1723,recovery,2,11.41,162
1723,recovery,3,11.62,146
1723,recovery,4,11.51,150
1723,recovery,5,11.48,150
1723,recovery,6,11.77,149
1723,recovery,7,11.64,144
1723,recovery,8,11.98,155
1723,recovery,9,11.06,151
1723,recovery,10,11.71,144
1723,recovery,11,11.75,153
1723,recovery,12,11.31,155
1723,recovery,13,11.43,160
1723,recovery,14,11.47,148
1723,recovery,15,11.36,155
1724,interval,1,5.0,140
1724,interval,2,8.01,146
1724,interval,3,5.0,144
1724,interval,4,8.01,149
1724,interval,5,5.0,143
1724,interval,6,8.01,148
1724,interval,7,5.0,151
1724,interval,8,8.01,152
1724,interval,9,5.0,152
1724,interval,10,8.01,151
1724,interval,11,5.0,150
1724,interval,12,8.01,161
1724,interval,13,5.0,155
1724,interval,14,8.01,149
1725,race,1,6.26,144
1725,race,2,5.76,140
1725,race,3,6.06,140
1725,race,4,5.78,154
1725,race,5,6.05,151
1725,race,6,6.08,160
1725,race,7,6.18,151
1725,race,8,6.0,153
1725,race,9,6.0,146
1725,race,10,5.81,159
1725,race,11,5.97,143
1725,race,12,6.03,157
1725,race,13,6.03,155
1726,fartlek,1,9.2,135
1726,fartlek,2,9.24,147
1726,fartlek,3,8.84,152
1727,fartlek,1,8.61,156
1727,fartlek,2,8.7,150
1727,fartlek,3,8.68,148
1727,fartlek,4,8.77,150
1727,fartlek,5,8.45,139
1727,fartlek,6,8.69,152
1727,fartlek,7,8.44,159
1727,fartlek,8,8.86,148
1727,fartlek,9,8.42,160
1727,fartlek,10,8.6,149
1727,fartlek,11,8.76,153
1727,fartlek,12,8.38,147
1727,fartlek,13,8.48,156
1728,tempo,1,7.53,141
1728,tempo,2,7.4,151
1728,tempo,3,7.62,147
1729,easy,1,9.46,142
1729,easy,2,9.17,151
1729,easy,3,9.45,148
1729,easy,4,9.28,149
1729,easy,5,8.88,143
1729,easy,6,9.38,151
1729,easy,7,9.25,150
1729,easy,8,9.37,145
1729,easy,9,9.3,146
1729,easy,10,9.3,160
1729,easy,11,9.27,155
1729,easy,12,9.84,151
1729,easy,13,9.37,151
1729,easy,14,8.91,155
1729,easy,15,8.96,157
1729,easy,16,9.35,150
1730,fartlek,1,8.03,145
1730,fartlek,2,8.44,147
1730,fartlek,3,8.73,144
1730,fartlek,4,8.18,154
1730,fartlek,5,8.41,151
1730,fartlek,6,8.4,158
1730,fartlek,7,8.22,149
1730,fartlek,8,8.35,145
1730,fartlek,9,8.18,150
1730,fartlek,10,8.25,162
1731,interval,1,5.0,149
1731,interval,2,7.8,140
1731,interval,3,5.0,144
1732,interval,1,5.0,140
1732,interval,2,8.12,149
1732,interval,3,5.0,153
1732,interval,4,8.12,151
1732,interval,5,5.0,148
1732,interval,6,8.12,141
1732,interval,7,5.0,150
1733,easy,1,9.79,132
1733,easy,2,10.08,137
1733,easy,3,9.77,143
1733,easy,4,9.69,154
1733,easy,5,10.01,154
1733,easy,6,9.98,146
1733,easy,7,10.11,153
1733,easy,8,9.91,143
1733,easy,9,9.65,157
1734,race,1,6.99,146
1734,race,2,6.97,140
1734,race,3,6.95,140
1734,race,4,6.62,144
1734,race,5,6.74,147
1734,race,6,7.07,142
1734,race,7,6.96,154
1734,race,8,6.64,147
1735,easy,1,9.57,138
1735,easy,2,9.85,140
1735,easy,3,9.6,145
1735,easy,4,9.42,153
1735,easy,5,9.28,147
1736,fartlek,1,8.24,143
1736,fartlek,2,8.55,146
1736,fartlek,3,8.07,149
1736,fartlek,4,8.31,154
1737,tempo,1,7.7,141
1737,tempo,2,7.55,144
1737,tempo,3,7.21,149
1737,tempo,4,7.43,145
1737,tempo,5,7.93,148
1737,tempo,6,7.45,143
1737,tempo,7,7.41,141
1737,tempo,8,7.41,152
1737,tempo,9,7.38,154
1737,tempo,10,7.19,157
1737,tempo,11,7.01,159
1738,recovery,1,11.8,146
1738,recovery,2,11.55,152
1738,recovery,3,11.72,150
1738,recovery,4,11.6,147
1738,recovery,5,11.61,148
1739,trail,1,11.92,145
1739,trail,2,12.05,150
1739,trail,3,11.71,149
1739,trail,4,11.64,144
1740,race,1,7.01,144
1740,race,2,6.88,154
1740,race,3,6.88,146
1740,race,4,6.77,145
1740,race,5,6.98,138
1740,race,6,7.24,149
1740,race,7,7.21,145
1741,easy,1,9.98,154
1741,easy,2,10.49,150
1741,easy,3,10.27,140
1741,easy,4,10.0,138
1741,easy,5,9.9,154
1741,easy,6,10.3,142
1741,easy,7,10.05,150
1741,easy,8,9.84,152
1742,tempo,1,7.04,156
1742,tempo,2,6.86,140
1742,tempo,3,7.33,141
1743,recovery,1,10.9,146
1743,recovery,2,11.23,152
1743,recovery,3,11.43,150
1743,recovery,4,11.22,145
1743,recovery,5,11.49,151
1743,recovery,6,11.47,152
1743,recovery,7,11.41,146
1743,recovery,8,11.24,153
1743,recovery,9,11.31,150
1743,recovery,10,11.41,153
1744,fartlek,1,9.21,147
1744,fartlek,2,8.83,148
1744,fartlek,3,8.78,137
1744,fartlek,4,9.36,139
1744,fartlek,5,9.36,142
1744,fartlek,6,9.15,152
1744,fartlek,7,8.94,147
1744,fartlek,8,8.94,145
1744,fartlek,9,8.8,154
1744,fartlek,10,9.04,150
1744,fartlek,11,8.98,154
1744,fartlek,12,8.98,148
1744,fartlek,13,8.77,154
1744,fartlek,14,9.19,162
1745,trail,1,11.96,139
1745,trail,2,12.06,145
1745,trail,3,12.28,146
1745,trail,4,12.14,146
1745,trail,5,12.19,153
1745,trail,6,12.4,145
1745,trail,7,12.16,151
1745,trail,8,12.0,144
1745,trail,9,12.37,163
1745,trail,10,11.96,148
1745,trail,11,12.12,144
1745,trail,12,12.0,152
1746,tempo,1,7.79,139
1746,tempo,2,7.82,151
1746,tempo,3,7.73,143
1746,tempo,4,7.78,149
1746,tempo,5,7.83,152
1746,tempo,6,7.66,141
1746,tempo,7,7.46,154
1746,tempo,8,7.63,142
1746,tempo,9,7.47,150
1746,tempo,10,7.82,157
1746,tempo,11,7.85,159
1746,tempo,12,7.86,157
1747,race,1,6.6,142
1747,race,2,6.69,144
1747,race,3,6.73,152
1747,race,4,6.9,147
1747,race,5,6.71,155
1748,tempo,1,7.88,146
1748,tempo,2,7.89,144
1748,tempo,3,7.96,141
1748,tempo,4,7.95,145
1748,tempo,5,8.21,149
1748,tempo,6,7.87,154
1748,tempo,7,8.0,145
1748,tempo,8,8.05,145
1748,tempo,9,8.12,155
1748,tempo,10,8.07,150
1748,tempo,11,8.06,148
1748,tempo,12,7.88,153
1748,tempo,13,7.9,150
1749,easy,1,10.45,136
1749,easy,2,10.64,147
1749,easy,3,10.7,146
1749,easy,4,10.79,151
1749,easy,5,10.38,149
1749,easy,6,10.69,148
1750,race,1,6.69,148
1750,race,2,6.82,142
1750,race,3,7.28,150
1750,race,4,7.02,146
1751,tempo,1,6.76,143
1751,tempo,2,7.04,144
1751,tempo,3,6.37,143
1751,tempo,4,6.93,143
1751,tempo,5,6.81,154
1751,tempo,6,7.3,137
1751,tempo,7,7.24,146
1751,tempo,8,6.43,153
1751,tempo,9,7.06,141
1752,recovery,1,10.64,149
1752,recovery,2,10.93,134
1752,recovery,3,10.89,148
1753,recovery,1,10.92,147
1753,recovery,2,10.54,153
1753,recovery,3,10.47,142
1753,recovery,4,10.52,157
1753,recovery,5,10.74,149
1753,recovery,6,10.77,146
1753,recovery,7,10.62,149
1753,recovery,8,10.43,144
1753,recovery,9,10.39,146
1753,recovery,10,10.77,151
1753,recovery,11,10.73,156
1754,tempo,1,7.58,145
1754,tempo,2,7.14,138
1754,tempo,3,7.03,133
1754,tempo,4,6.89,148
1754,tempo,5,7.05,146
1754,tempo,6,7.44,146
1754,tempo,7,7.49,151
1754,tempo,8,7.27,143
1755,interval,1,5.78,154
1755,interval,2,9.4,149
1755,interval,3,5.78,145
1755,interval,4,9.4,144
1755,interval,5,5.78,146
1755,interval,6,9.4,150
1755,interval,7,5.78,154
1755,interval,8,9.4,152
1755,interval,9,5.78,157
1755,interval,10,9.4,154
1755,interval,11,5.78,158
1755,interval,12,9.4,153
1755,interval,13,5.78,148
1756,trail,1,12.58,144
1756,trail,2,12.2,141
1756,trail,3,12.03,141
1756,trail,4,12.23,152
1756,trail,5,12.07,145
1756,trail,6,12.15,145
1756,trail,7,12.16,156
1756,trail,8,11.99,148
1756,trail,9,12.0,140
1756,trail,10,12.13,153
1756,trail,11,12.1,150
1756,trail,12,12.25,150
1756,trail,13,12.19,153
1756,trail,14,12.26,145
1757,interval,1,5.0,142
1757,interval,2,7.24,148
1757,interval,3,5.0,145
1758,trail,1,11.35,143
1758,trail,2,11.53,151
1758,trail,3,11.36,146
1758,trail,4,11.34,140
1758,trail,5,11.24,150
1758,trail,6,11.27,145
1758,trail,7,11.39,144
1758,trail,8,11.61,151
1758,trail,9,11.4,147
1758,trail,10,11.19,156
1759,fartlek,1,8.82,145
1759,fartlek,2,8.62,137
1759,fartlek,3,8.45,146
1759,fartlek,4,8.45,149
1759,fartlek,5,8.48,145
1759,fartlek,6,8.65,148
1759,fartlek,7,8.26,152
1759,fartlek,8,8.6,151
1759,fartlek,9,8.37,152
1759,fartlek,10,9.0,154
1759,fartlek,11,8.66,159
1759,fartlek,12,8.68,149
1760,interval,1,5.98,154
1760,interval,2,9.71,143
1760,interval,3,5.98,149
1760,interval,4,9.71,156
1760,interval,5,5.98,155
1761,long run,1,9.11,149
1761,long run,2,9.04,144
1761,long run,3,9.31,145
1761,long run,4,9.33,148
1761,long run,5,8.9,142
1761,long run,6,9.0,147
1761,long run,7,8.83,145
1761,long run,8,9.12,154
1761,long run,9,9.08,146
1761,long run,10,9.23,147
1761,long run,11,9.5,149
1761,long run,12,9.19,149
1761,long run,13,9.08,162
1762,fartlek,1,9.14,143
1762,fartlek,2,8.96,144
1762,fartlek,3,9.03,145
1762,fartlek,4,9.36,146
1762,fartlek,5,8.98,150
1762,fartlek,6,8.83,147
1762,fartlek,7,9.2,151
1763,trail,1,12.32,150
1763,trail,2,11.84,152
1763,trail,3,12.22,146
1764,fartlek,1,8.07,143
1764,fartlek,2,8.4,148
1764,fartlek,3,8.74,140
1764,fartlek,4,8.44,146
1765,trail,1,12.02,146
1765,trail,2,11.81,151
1765,trail,3,12.27,140
1765,trail,4,11.62,146
1765,trail,5,11.97,150
1765,trail,6,12.08,151
1765,trail,7,12.16,146
1765,trail,8,11.93,141
1765,trail,9,12.06,142
1765,trail,10,11.91,147
1765,trail,11,12.24,166
1766,interval,1,5.0,144
1766,interval,2,6.47,144
1766,interval,3,5.0,146
1766,interval,4,6.47,146
1766,interval,5,5.0,143
1766,interval,6,6.47,154
1766,interval,7,5.0,141
1766,interval,8,6.47,159
1766,interval,9,5.0,153
1766,interval,10,6.47,147
1766,interval,11,5.0,149
1766,interval,12,6.47,159
1766,interval,13,5.0,147
1767,easy,1,9.51,150
1767,easy,2,9.51,147
1767,easy,3,9.63,144
1767,easy,4,9.65,141
1767,easy,5,9.6,148
1768,fartlek,1,8.34,145
1768,fartlek,2,8.78,142
1768,fartlek,3,8.52,144
1768,fartlek,4,8.51,146
1768,fartlek,5,8.72,148
1768,fartlek,6,8.27,148
1768,fartlek,7,8.98,150
1768,fartlek,8,8.87,152
1768,fartlek,9,8.45,149
1768,fartlek,10,8.65,154
1769,interval,1,5.66,147
1769,interval,2,9.2,154
1769,interval,3,5.66,139
1769,interval,4,9.2,144
1769,interval,5,5.66,150
1769,interval,6,9.2,150
1769,interval,7,5.66,147
1769,interval,8,9.2,153
1769,interval,9,5.66,152
1769,interval,10,9.2,158
1769,interval,11,5.66,147
1770,race,1,6.94,143
1770,race,2,7.2,157
1770,race,3,7.14,145
1770,race,4,6.93,148
1770,race,5,7.23,149
1770,race,6,7.03,148
1770,race,7,6.78,157
1771,tempo,1,8.0,144
1771,tempo,2,7.82,146
1771,tempo,3,8.01,141
1771,tempo,4,7.81,146
1771,tempo,5,7.96,137
1771,tempo,6,8.28,153
1771,tempo,7,8.18,146
1772,trail,1,11.36,140
1772,trail,2,11.66,146
1772,trail,3,11.72,151
1772,trail,4,11.73,146
1772,trail,5,11.19,149
1772,trail,6,11.58,145
1773,race,1,7.51,147
1773,race,2,7.44,142
1773,race,3,7.62,146
1773,race,4,7.73,144
1773,race,5,7.27,146
1773,race,6,7.64,146
1773,race,7,7.45,146
1773,race,8,7.68,144
1773,race,9,7.45,151
1773,race,10,7.38,157
1773,race,11,7.41,153
1773,race,12,7.58,152
1774,recovery,1,11.3,142
1774,recovery,2,11.44,134
1774,recovery,3,11.09,143
1774,recovery,4,11.4,149
1774,recovery,5,11.33,143
1774,recovery,6,11.03,145
1775,tempo,1,6.8,150
1775,tempo,2,6.65,145
1775,tempo,3,6.73,138
1775,tempo,4,6.97,141
1775,tempo,5,6.54,146
1775,tempo,6,6.99,140
1775,tempo,7,6.69,152
1776,interval,1,5.53,137
1776,interval,2,8.98,144
1776,interval,3,5.53,146
1777,recovery,1,11.42,150
1777,recovery,2,11.26,148
1777,recovery,3,11.06,151
1777,recovery,4,11.34,141
1777,recovery,5,11.31,147
1777,recovery,6,11.18,143
1777,recovery,7,11.76,153
1777,recovery,8,11.37,155
1777,recovery,9,11.21,146
1777,recovery,10,11.23,149
1777,recovery,11,11.51,148
1778,fartlek,1,8.59,136
1778,fartlek,2,8.62,137
1778,fartlek,3,8.54,148
1778,fartlek,4,8.98,146
1778,fartlek,5,8.8,154
1778,fartlek,6,8.58,152
1778,fartlek,7,8.3,138
1779,fartlek,1,7.75,144
1779,fartlek,2,8.01,144
1779,fartlek,3,8.15,134
1779,fartlek,4,8.11,147
1779,fartlek,5,8.09,151
1779,fartlek,6,7.86,142
1779,fartlek,7,8.55,144
1779,fartlek,8,8.12,150
1779,fartlek,9,8.4,153
1779,fartlek,10,8.25,151
1779,fartlek,11,8.21,154
1779,fartlek,12,8.21,154
1779,fartlek,13,7.98,152
1779,fartlek,14,7.97,155
1780,race,1,6.98,140
1780,race,2,6.95,146
1780,race,3,7.05,139
1780,race,4,7.17,142
1780,race,5,7.07,152
1780,race,6,6.52,156
1780,race,7,6.7,148
1780,race,8,7.1,148
1780,race,9,6.82,143
1780,race,10,7.21,155
1780,race,11,6.68,150
1780,race,12,7.15,147
1780,race,13,6.81,155
1780,race,14,7.2,148
1780,race,15,6.83,156
1781,interval,1,5.04,145
1781,interval,2,8.19,138
1781,interval,3,5.04,147
1781,interval,4,8.19,138
1781,interval,5,5.04,149
1781,interval,6,8.19,148
1781,interval,7,5.04,140
1781,interval,8,8.19,150
1781,interval,9,5.04,154
1781,interval,10,8.19,149
1781,interval,11,5.04,146
1781,interval,12,8.19,151
1782,trail,1,10.43,139
1782,trail,2,10.52,151
1782,trail,3,10.28,149
1782,trail,4,10.32,148
1782,trail,5,10.59,149
1782,trail,6,10.68,154
1782,trail,7,10.52,140
1783,race,1,6.69,143
1783,race,2,7.0,138
1783,race,3,6.76,151
1783,race,4,7.54,149
1783,race,5,7.07,148
1783,race,6,6.69,151
1783,race,7,7.11,152
1783,race,8,6.84,151
1783,race,9,6.94,159
1783,race,10,6.89,141
1783,race,11,6.55,155
1783,race,12,6.8,151
1783,race,13,6.69,161
1783,race,14,6.44,157
1783,race,15,6.81,155
1784,tempo,1,8.18,138
1784,tempo,2,8.3,157
1784,tempo,3,8.09,140
1784,tempo,4,8.25,147
1784,tempo,5,8.63,150
1784,tempo,6,8.39,152
1784,tempo,7,8.31,146
1785,trail,1,11.59,147
1785,trail,2,12.17,144
1785,trail,3,11.58,142
1785,trail,4,11.74,151
1785,trail,5,11.95,145
1785,trail,6,11.81,152
1785,trail,7,12.14,152
1785,trail,8,12.09,155
1785,trail,9,11.94,147
1785,trail,10,11.7,149
1785,trail,11,11.81,152
1785,trail,12,11.55,152
1785,trail,13,11.67,151
1785,trail,14,11.79,151
1785,trail,15,12.02,149
1786,fartlek,1,8.25,143
1786,fartlek,2,8.29,145
1786,fartlek,3,8.17,153
1787,fartlek,1,8.41,141
1787,fartlek,2,8.76,146
1787,fartlek,3,8.83,145
1787,fartlek,4,9.24,143
1787,fartlek,5,9.06,142
1787,fartlek,6,8.64,145
1787,fartlek,7,9.07,149
1787,fartlek,8,9.5,154
1787,fartlek,9,9.09,145
1787,fartlek,10,8.76,145
1787,fartlek,11,9.23,153
1787,fartlek,12,9.0,152
1788,trail,1,11.12,136
1788,trail,2,11.13,147
1788,trail,3,11.08,149
1789,tempo,1,8.45,148
1789,tempo,2,8.32,146
1789,tempo,3,8.42,145
1789,tempo,4,8.26,147
1789,tempo,5,8.16,147
1789,tempo,6,8.46,154
1789,tempo,7,8.39,148
1789,tempo,8,8.07,152
1789,tempo,9,8.32,153
1789,tempo,10,8.16,158
1789,tempo,11,8.51,152
1789,tempo,12,8.24,154
1789,tempo,13,8.67,156
1789,tempo,14,8.57,152
1789,tempo,15,8.11,155
1789,tempo,16,8.2,152
1790,tempo,1,8.15,146
1790,tempo,2,7.46,150
1790,tempo,3,8.04,146
1790,tempo,4,7.83,147
1790,tempo,5,8.09,153
1791,fartlek,1,9.62,143
1791,fartlek,2,9.75,143
1791,fartlek,3,9.59,141
1792,long run,1,10.29,151
1792,long run,2,10.07,140
1792,long run,3,10.02,149
1792,long run,4,10.42,154
1792,long run,5,10.15,141
1792,long run,6,10.7,148
1792,long run,7,10.23,147
1792,long run,8,10.26,151
1792,long run,9,10.2,157
1792,long run,10,9.97,154
1792,long run,11,9.97,155
1792,long run,12,10.53,142
1793,race,1,7.34,146
1793,race,2,7.78,138
1793,race,3,7.47,143
1793,race,4,7.28,143
1793,race,5,7.73,147
1793,race,6,7.34,142
1794,tempo,1,6.66,143
1794,tempo,2,6.35,151
1794,tempo,3,6.79,142
1794,tempo,4,7.03,145
1794,tempo,5,6.69,152
1794,tempo,6,6.69,152
1794,tempo,7,6.2,155
1794,tempo,8,6.76,147
1794,tempo,9,6.62,150
1794,tempo,10,6.74,147
1794,tempo,11,6.41,148
1795,trail,1,11.01,145
1795,trail,2,11.34,145
1795,trail,3,11.27,138
1795,trail,4,11.13,146
1795,trail,5,10.84,145
1795,trail,6,10.82,155
1795,trail,7,10.96,152
1795,trail,8,11.1,135
1795,trail,9,11.13,151
1795,trail,10,11.07,146
1795,trail,11,11.0,145
1795,trail,12,11.06,142
1795,trail,13,10.91,158
1795,trail,14,10.73,160
1795,trail,15,10.96,148
1796,fartlek,1,9.48,140
1796,fartlek,2,9.02,147
1796,fartlek,3,8.88,146
1796,fartlek,4,9.05,147
1796,fartlek,5,9.29,146
1796,fartlek,6,9.32,149
1796,fartlek,7,9.05,140
1797,long run,1,10.41,147
1797,long run,2,10.14,146
1797,long run,3,10.21,144
1797,long run,4,9.86,148
1797,long run,5,10.28,152
1797,long run,6,10.37,150
1797,long run,7,10.51,153
1797,long run,8,9.71,143
1797,long run,9,10.29,151
1797,long run,10,9.83,149
1797,long run,11,10.26,156
1797,long run,12,10.07,156
1797,long run,13,10.28,152
1798,easy,1,9.55,141
1798,easy,2,9.66,147
1798,easy,3,9.65,147
1798,easy,4,9.59,147
1798,easy,5,9.31,147
1798,easy,6,9.88,147
1798,easy,7,9.79,143
1798,easy,8,9.6,143
1798,easy,9,9.68,144
1798,easy,10,9.7,146
1798,easy,11,9.44,145
1798,easy,12,9.83,146
1798,easy,13,9.17,153
1798,easy,14,9.24,160
1799,interval,1,5.38,140
1799,interval,2,8.74,142
1799,interval,3,5.38,156
1799,interval,4,8.74,144
1799,interval,5,5.38,142
1799,interval,6,8.74,147
1799,interval,7,5.38,146
1799,interval,8,8.74,146
1799,interval,9,5.38,151
1800,interval,1,5.7,138
1800,interval,2,9.27,147
1800,interval,3,5.7,151
1800,interval,4,9.27,149
1800,interval,5,5.7,153
1800,interval,6,9.27,151
1800,interval,7,5.7,146
1801,recovery,1,12.0,144
1801,recovery,2,12.36,149
1801,recovery,3,11.53,151
1801,recovery,4,12.38,148
1801,recovery,5,12.07,143
1801,recovery,6,11.99,152
1801,recovery,7,11.72,149
1801,recovery,8,12.05,151
1801,recovery,9,12.14,149
1801,recovery,10,11.55,143
1801,recovery,11,12.01,153
1801,recovery,12,11.77,150
1801,recovery,13,12.02,156
1801,recovery,14,11.69,155
1801,recovery,15,12.15,153
1802,trail,1,12.51,139
1802,trail,2,12.59,144
1802,trail,3,12.95,140
1802,trail,4,12.37,149
1802,trail,5,12.74,155
1802,trail,6,12.42,145
1802,trail,7,12.52,152
1802,trail,8,12.65,146
1802,trail,9,12.8,157
1802,trail,10,12.37,157
1802,trail,11,12.62,152
1802,trail,12,12.42,157
1802,trail,13,12.7,158
1802,trail,14,12.76,149
1802,trail,15,12.7,158
1802,trail,16,12.41,153
1803,easy,1,9.49,142
1803,easy,2,9.57,151
1803,easy,3,9.74,142
1803,easy,4,9.33,144
1803,easy,5,9.21,154
1804,fartlek,1,9.33,153
1804,fartlek,2,9.27,151
1804,fartlek,3,9.39,149
1804,fartlek,4,9.11,145
1804,fartlek,5,9.33,151
1804,fartlek,6,9.03,148
1805,tempo,1,7.34,142
1805,tempo,2,6.84,148
1805,tempo,3,7.4,150
1805,tempo,4,7.01,143
1805,tempo,5,7.37,143
1805,tempo,6,6.92,154
1806,recovery,1,11.77,140
1806,recovery,2,11.43,146
1806,recovery,3,12.25,156
1806,recovery,4,11.92,150
1807,recovery,1,11.42,147
1807,recovery,2,11.49,144
1807,recovery,3,11.73,153
1807,recovery,4,11.21,147
1807,recovery,5,11.54,137
1807,recovery,6,11.38,151
1807,recovery,7,11.38,143
1807,recovery,8,11.16,157
1807,recovery,9,11.47,160
1808,long run,1,10.5,141
1808,long run,2,10.62,146
1808,long run,3,10.35,146
1808,long run,4,10.62,142
1808,long run,5,10.34,143
1808,long run,6,10.88,139
1808,long run,7,10.3,157
1808,long run,8,10.17,146
1808,long run,9,10.47,140
1808,long run,10,10.62,150
1808,long run,11,10.96,159
1809,tempo,1,7.86,158
1809,tempo,2,8.08,140
1809,tempo,3,7.97,135
1809,tempo,4,7.24,135
1809,tempo,5,7.66,152
1809,tempo,6,7.85,148
1809,tempo,7,7.8,142
1809,tempo,8,7.87,149
1810,easy,1,9.19,140
1810,easy,2,8.88,146
1810,easy,3,9.38,142
1810,easy,4,9.4,151
1810,easy,5,9.29,141
1810,easy,6,9.24,160
1810,easy,7,9.3,160
1810,easy,8,9.27,149
1810,easy,9,8.9,143
1811,recovery,1,10.97,151
1811,recovery,2,10.66,138
1811,recovery,3,10.81,148
1811,recovery,4,10.74,145
1811,recovery,5,10.84,155
1811,recovery,6,10.83,145
1811,recovery,7,10.67,147
